avg_balance,monthly_inflows,monthly_outflows,risk
6623.34085400923,54329.144769477396,63843.437748914366,1
8710.72412746274,48491.103419326886,57661.32072322111,1
9709.45949889146,56650.63973153563,62039.1847722903,1
14914.064265484769,67947.90180024326,80853.71059649742,0
20474.910010720214,22690.10760201044,22049.93236571781,0
7231.74910478208,50194.15970217849,47931.459632117025,1
22604.664978440866,50385.57323041861,46060.14761199335,0
18411.192141373213,53028.42824096377,55449.701735753326,0
12522.987260259273,66622.96844638829,75593.64246895738,0
15339.65139561379,55817.863151233934,47748.34684049485,0
12710.485983953495,51356.37391948134,46185.17427491699,0
16869.954075232115,72520.43757230349,54238.48298865838,0
22088.4618675085,51770.74200034662,55855.38791782794,0
22192.8689957261,35617.94218443858,33678.77768130991,0
19393.762925121322,50836.2965523916,60894.16140842101,0
1168.2569007586626,59047.94109588028,61968.0116989543,1
3175.718734229169,69743.70945741911,69858.54344930628,1
15474.988573691822,71570.43082809894,60909.08788929666,0
23897.457282049232,76164.6687863491,66805.37694391125,0
14656.794614133743,57660.18324749058,56474.43887246861,0
7318.421767202534,46857.074277244166,44449.293075476955,1
1634.5073874489499,44432.120731077106,50967.81351364354,1
3226.218512102125,43099.111366697514,37955.44632210343,0
3924.4378327746563,54796.48270222792,51678.798789806824,1
11043.188825527175,17784.451410997208,18363.837927751636,0
13025.46060186556,53590.3839855147,59415.768885940815,0
32907.39499967777,62902.77816172766,72784.55543425062,0
4187.801911660637,67251.27892606289,80168.08738872167,1
9601.597903154965,45251.81445185387,51642.16799503325,1
16023.503574642915,77129.94542490199,63082.9717749991,0
13719.689028032511,40219.788142151345,40684.159896789206,0
18158.577235229557,72106.06367114253,59857.354012193195,0
31671.994722127823,60101.88313590834,44180.582982807806,0
9521.860462163067,42613.379241181065,49745.80810706197,1
0.0,37790.42306164233,40539.766747607624,1
0.0,29548.02475721807,34133.83569009928,1
5648.963170819707,39502.77584513039,34355.645926855206,0
24038.916873111153,50663.09262320679,40311.95266035962,0
21453.554646053315,41523.029423113905,33729.607382949034,0
9833.60041437026,37214.99482320335,29358.28206217783,0
27650.376505465196,23676.93722686623,18694.21511213952,0
2769.448331243211,30029.758379371793,23216.70193038967,0
8572.514834431458,55169.45756951766,53053.50903719058,1
27984.911502364594,26274.482394126517,28981.133768880973,0
18567.7815406963,34617.95233402609,38482.38454734458,0
20057.128896546856,36385.13437637803,39397.017954810246,0
19483.800545523416,42259.09735204479,48937.12568001421,0
3388.5776243977834,53513.531162158404,54985.28909633672,1
12627.640180269163,37469.57080073535,27850.670329792938,0
18724.157025909502,34972.95249210404,30210.036545114493,0
18580.49702753303,27900.797406594622,22957.743265724224,0
23724.308677524612,54631.79539739594,43608.05524354722,0
1409.025395658451,74801.60163238764,83259.41823605867,1
7671.5477492516575,26704.446057313253,22894.152976097146,0
22754.762976917606,46757.24803709409,54700.10346997102,0
15559.970986705075,51553.64782662602,36818.84761952753,0
14344.736836435435,40595.24339342544,29935.915033680863,0
11189.981947911601,51778.18837387604,49624.58738148973,0
23868.37804430636,63805.94241881727,66029.23473867119,0
11965.417251575265,56866.0106385456,56959.873323912776,0
23180.06254991367,30378.176345412707,26120.65023917874,0
26750.0177504413,61157.366909496996,55864.121626295215,0
21830.858241366725,42948.52589984418,50804.17793490874,0
11456.676572402648,69352.4003564899,50750.90688006747,0
13335.350738018422,87554.549634325,91641.09472860924,0
24744.27126110964,14732.62680331745,11415.019576455548,0
16621.53650127646,37250.50074988548,27042.318302765812,0
6942.901414663451,10000.0,11140.588499965286,1
6533.95269728659,60097.54722230378,60718.15630016433,1
15961.389271955732,47698.25223309673,34489.08601747777,0
12867.64146151685,43733.864494376314,47934.11466036778,0
22314.863465932358,41820.894116281714,44527.914644814795,0
17495.339732686443,44220.06836520161,32519.533658708788,0
18778.351589798396,44232.97830950868,41439.96242525715,0
20973.442841381027,53296.29432691324,38565.4201941606,0
9544.372723179182,63773.642321525025,55518.01941140296,0
24731.452843121195,20044.288450730375,19022.804900214345,0
9247.29620105058,10000.0,8699.459987622911,0
15333.710262356071,71639.85153277668,76075.45374646405,0
17895.313803001765,65193.35861056059,54242.691260914326,0
25002.00395469497,60429.01250378355,58945.07420079591,0
21355.73619538934,60310.598633562564,67044.3536693207,0
9261.994839928271,52093.06203624559,36478.09675732886,0
13994.928879015059,59444.72020144842,58565.39550827327,0
9747.129105717406,36775.02307876467,36106.90329826875,1
10552.13083839884,44171.46129871594,51795.61813026058,0
11093.067182397845,65857.76807826637,66347.41613519716,0
17496.67325074893,47348.687270977796,46832.74380865458,0
9051.953549656126,25345.487866700747,25577.1935325186,1
26213.948582293888,63073.64753447236,74037.70845948622,0
13108.107426277737,64079.16154540976,56161.74830385763,0
6718.401393251643,68458.17507812826,67957.45034493826,1
2063.229213280243,26720.404816277565,23479.860397442448,0
0.0,56075.444066662894,59758.64562452785,1
21372.929497798992,33696.29457624932,26700.002598887702,0
15681.921401450189,64643.40628994856,73104.2305382436,0
15520.846703483032,42498.37837956912,30815.14657816579,0
21163.40522156892,39892.668833605196,43037.43374303433,0
17598.021113599163,36740.15151616998,33870.07152870413,0
11627.638202345674,15661.59103723902,12046.458956357383,0
0.0,27661.33623351637,20993.380743513997,0
24457.110267409,57322.31396808235,60812.73315110059,0
27717.28940702573,34613.096226113885,33489.17734691001,0
5812.72887586015,59313.82335333747,57293.022817119825,1
8165.199659353419,66142.68100407373,58149.658236662486,0
33757.40085730002,46622.00856225192,48642.09228174896,0
17139.65898049817,56223.12348633658,65344.71445820101,0
8046.489102926345,25028.164978508557,28630.24543832837,1
13635.642037531234,39290.7063176067,34025.73141237562,0
7181.4138112834535,47370.47275352081,40722.80864680695,0
16974.239534465396,42055.93926796561,38091.2993167995,0
12844.269292526718,49329.36864860622,48173.574717412026,0
4623.222491029619,56235.079611448644,57507.211091389334,1
26544.33926334123,62822.479212330414,45000.831400354204,0
23111.28384156909,49255.57415933802,43371.337454866545,0
14830.630755263586,47291.74563671392,44351.05497508183,0
29592.990448617114,68906.44098834888,54193.06893135607,0
4364.410238321907,40897.61987320402,46688.778420956594,1
26689.459469832473,52182.83738315543,48099.705778499134,0
5726.07953347082,66726.86473242452,72236.00087331176,1
11847.422661203324,56210.19412917036,49572.09057220839,0
10794.192526328598,71499.23259080293,72663.78499133846,0
20805.839068284426,54515.01850877714,59388.59454194233,0
25321.374051647792,66398.3434560631,50587.97152820591,0
17580.713162110307,58397.176428961415,45899.37511259723,0
9925.564599758787,13188.646234037995,12268.905274034712,1
17419.34241256012,45056.721830068076,39632.38079272189,0
13932.711145336192,42008.101803793295,46096.790786295074,0
11614.38953793702,31521.971687650846,32906.99577387918,0
12750.299108429046,55793.39096156873,66412.4458716439,0
2106.7155892949977,62924.73293484729,66540.16239807403,1
14842.947636135985,77846.23276739503,66926.41091728881,0
18200.962832306686,59314.96348809103,44190.21193886126,0
15778.563343886006,52771.37970280505,51734.02098981696,0
8129.439442664344,56130.27143413113,41577.414924923054,0
27936.28134239595,88808.73703106731,87361.78352501491,0
9148.90821067186,49766.92761895219,44562.31250422968,0
26256.470730209105,39799.01553117519,45933.582650514836,0
3372.4160910297924,29815.5812250778,30993.92624262048,1
13386.327623738245,58164.84057148604,68121.63893065932,0
7677.15240456247,48024.49619210135,49069.82279408073,1
18140.06615476293,60998.055083605475,61598.67133925806,0
4393.662564610135,66250.88215375028,52795.795535987905,0
18096.35381983338,56102.09281446336,49979.231663195395,0
13272.929031198917,30835.927639159105,31118.51620226448,0
12419.664439500102,71644.10101756896,73992.72180214393,0
8889.077231774532,51823.25124177732,59754.76362822535,1
11775.528603281487,42481.43063749882,45028.648063662484,0
13358.447253978764,47853.1040379299,38004.83822861213,0
27926.951280152236,56900.68086325334,44035.35331519752,0
2037.1008789773896,47153.32550648029,54794.86337509697,1
21969.856280592532,34172.93679601457,26152.890422493416,0
12335.137633434353,51085.99399136683,47111.27985930353,0
23352.69592599002,47674.79856613145,43695.83858349121,0
20002.268534456325,46644.96088703126,55834.9849572737,0
15506.018429874086,41483.77675828702,30351.448775861027,0
3912.680235599937,24391.61008144171,17115.515329014426,0
5830.087417877627,52711.15842392329,59206.34853561566,1
15973.422790573924,52475.60954806609,43082.763759547044,0
5868.157702911234,77215.25864584662,82437.45385501816,1
15386.394697710624,51294.99528180744,52239.15624463661,0
20020.844806482506,61261.12688995763,64672.164530981805,0
24172.161222837258,16548.046206280793,12471.842238972393,0
6731.645223993513,61064.88882295389,65236.896576911444,1
23133.148118257333,56864.14612910558,54890.943723490884,0
17998.394354625074,39418.494139140705,28267.969286945325,0
2711.4608790676066,56720.79197907388,65187.053566625924,1
17268.587785763564,48180.36992915629,56162.92417928113,0
23921.081594942323,57329.92305890716,52325.016584511766,0
399.45292766497187,24030.397854908697,23073.179319162326,1
7151.293819339257,43068.26054300216,41335.56361019435,1
7772.267066534126,68671.84079149395,51691.74625040314,0
8410.177816985826,67850.58129810565,51502.72007821898,0
15519.915831331014,35725.20764574183,31424.261667736162,0
4334.815325322834,51048.145753947254,40023.007168399265,0
11672.254304498205,43857.97912132917,47793.94899234089,0
41969.12043458305,48857.214950721216,41277.40693462184,0
13551.107876311418,35675.53946535496,38396.9997357666,0
10265.621989655181,50552.537133018115,50022.60359846278,0
19551.408245710627,44415.22469644274,33027.6406077055,0
19554.673401544605,32287.010902987844,26925.49937278181,0
27955.467997050135,32530.845894110433,27030.130154374285,0
17302.240757089286,54469.42334246685,59240.57759623664,0
17259.029922366626,38462.82080290074,44785.28712874718,0
3028.8212514036204,58962.094008451415,57430.44023728881,1
13323.108987440304,42115.0952413422,37189.3766235416,0
20024.170946612856,35945.21189737274,40763.45960266018,0
1095.9657169070542,57940.60354572853,53794.46158814639,1
7170.335610518574,50457.57221750642,55089.14858286345,1
17369.386904231837,76694.92830631533,79020.94497862564,0
25187.80936408334,44739.09307148201,42944.71448237816,0
18561.34331734513,34785.24429903818,34480.12878207767,0
14038.397481204223,58494.06062088032,69307.74302640415,0
18085.73859234001,43177.66922503862,41903.75393703311,0
13534.80326294447,63052.672621201564,73292.95928028811,0
34286.52420603931,43505.35602136676,50763.1394718321,0
26314.100299053418,55223.31656216253,63348.77384752861,0
28083.465525747826,19522.646655167886,20735.500421807483,0
0.0,59637.11669858928,67955.06685737285,1
4379.2229759952625,52369.75666659252,60584.10336802534,1
988.0579879212655,47539.29217777694,41780.330073521385,0
15951.015968571599,80579.628875724,59642.15268256598,0
5850.311589206072,51813.58872629082,48177.488838868376,1
14085.9717989338,66670.3427625964,62954.15527007475,0
20346.59840654282,25766.16952297884,24665.884678469938,0
25853.50344969854,51062.97495582705,41082.324836061656,0
19755.612194018846,76592.17586181636,63955.55406239233,0
21533.96068133105,34166.15011081445,30860.516465975095,0
20947.21467914717,38487.39444989285,33934.851957102765,0
0.0,55179.05764418433,40339.51047569687,0
12248.368595089769,57596.15512068706,61957.10615227698,0
6390.818192994217,62176.104706507365,68588.30341450927,1
12262.827331940965,59240.66595519225,56462.47977350803,0
20299.224455377844,45860.81335860041,54230.10965685998,0
20619.093007063886,57800.034210127895,63684.53801245037,0
16584.045870704056,77839.68382709623,93087.32282528268,0
16776.161077423832,49180.295828532944,55935.33022529639,0
19745.481099374883,35927.302231681366,38202.327281520214,0
9953.209240710727,30575.390388558702,28894.258035693958,1
7274.8747794896035,46036.86072508452,53584.30699902132,1
10641.29763413332,41613.5814184259,49755.405160665265,0
28365.916483290915,66364.68541429198,55624.10145776975,0
13140.851567163121,45151.066109187646,43813.30881126911,0
13498.353347648637,69035.68567030816,71842.3639528585,0
3923.00418183452,57300.65795488248,52618.60685351952,1
13027.50773797645,45376.150553699204,39096.63191953145,0
23938.757702617317,60307.66212647973,59746.53247541861,0
15723.673973484665,48160.194916179884,41933.75959645735,0
10821.736506876201,50927.4750802718,47445.03771288823,0
9341.91200251394,33057.716336068945,39068.13002466448,1
6758.08446325498,33141.75841801693,29978.903168155262,1
14596.668420764901,42259.60202417408,30049.802138799943,0
13404.752088639161,57403.82728811289,63487.783014762565,0
29646.710929798224,56809.038326056616,65277.30478977222,0
18651.16612246755,39491.79776251248,46495.79629315592,0
14537.071697619243,60157.249611999396,43964.9974304291,0
24545.251066397897,45510.09540056173,47771.75459458855,0
0.0,57030.54450874114,57885.17450245804,1
9152.5706271817,37948.858103113445,26737.788914238736,0
12119.547988064738,63097.53938572382,64749.693963615435,0
16509.68139653533,38877.729118099494,43297.79675335395,0
13301.108765223027,48699.587696219336,42920.54684466144,0
3422.283082685799,54197.61957360653,38017.77829026575,0
15112.176976066123,53979.920824998495,60855.0007324892,0
9912.806665825865,57815.430339971055,54318.20550123854,1
20453.914379118465,88017.98852909205,92555.28282934181,0
17729.619195684056,86956.63547494895,72006.63514970023,0
0.0,34740.276665193436,27794.299485962976,0
20123.68851756892,65642.98114339414,67167.77629507051,0
20117.004387498368,30320.576819508173,24818.840819618345,0
12931.634302694523,64305.66883114359,50832.963160061685,0
27480.33920045601,55378.215708188414,39931.991438642544,0
25799.15457095843,71014.71274539575,57609.02286172703,0
8424.65224326872,62475.99707522266,71155.79293162252,1
7872.222690075901,33696.765401084675,33723.22680704978,1
16483.15425180219,33581.810373215,39014.471643184814,0
8797.71827115136,70736.27945010731,68134.992247379,1
10991.897663114309,58212.953412398405,41876.30118131815,0
13148.396110825724,32862.77152822366,25544.337761276172,0
10917.839979208306,41661.29755528997,46256.741944280395,0
2476.6839202757455,52370.70682777425,53718.77949658067,1
12106.033605544912,65871.58426994055,65628.67408767756,0
18779.65630528572,44378.243092801524,32959.34981657,0
6226.187971934871,49780.37969295023,53658.69929928185,1
2621.0920205334933,54638.754043286506,51680.80214071646,1
3207.3269594152916,60860.03382500024,72904.72805141863,1
6425.000779379645,91141.94906555029,93037.56972609893,1
20783.01931228361,74301.67407509655,61367.433168143194,0
14506.777616738029,31674.92774324349,32062.353506630803,0
18519.49098826636,82579.89814241437,94793.09357453512,0
10722.992131372597,59643.96998633965,51817.71575012387,0
17937.93925850086,33593.47399661737,35096.61267562185,0
18635.511219465217,46803.29368860816,38940.060042493635,0
15601.251044053313,51074.96209626277,45864.18085267539,0
18174.560987881272,64566.32507573303,63660.9913273205,0
14550.710870978264,70145.12125604197,67547.34910138922,0
15177.718943796872,34579.42011360705,38636.013838780345,0
22507.551361168615,66778.12114003923,47603.3480100565,0
33345.55163720982,64225.089189937826,64879.46854619211,0
20692.96284245215,57259.702429492856,42773.44291742283,0
15289.012189112076,69907.8683420268,81380.19291080144,0
20284.711362993752,60984.014298923474,47228.832076925355,0
8151.390556694776,29056.563046457137,27669.69172393272,1
12979.974179921292,18133.322853599628,13561.765513723078,0
6746.721461881383,88961.55811062836,94691.33620392192,1
10052.797728503529,30926.896245826654,27215.051457139416,0
8949.013062649963,51007.81513240999,55079.5884073317,1
22456.203760000706,26077.612176487688,20811.24690391897,0
15151.657881924944,64466.5346647208,61189.44178890529,0
4184.605148154953,58579.934560890266,56529.066241974164,1
5765.634630625404,21622.841949376987,21484.319142320703,1
16031.086002723589,48513.192212650654,48581.49446973639,0
21747.348538531038,62522.536063769934,72519.97557133065,0
0.0,77714.59562038541,81223.12936754659,1
9980.886956104447,61909.18705448258,43718.060387711594,0
1171.5856014800374,56152.27351570391,65886.23018700679,1
5915.901370231371,40117.95760442336,38986.06135460249,1
6445.105337756382,66885.19898185194,77182.10245923979,1
11087.547069098882,35562.51747621017,41970.91546705806,0
30414.09747261731,41695.650288115365,33692.809044821115,0
12391.270912336178,43577.71620368128,31088.57059779573,0
12748.554641478322,55857.26440811503,62688.827560984944,0
25265.096738320062,62153.41748453649,43756.49977650962,0
29821.269010596676,33590.16191072956,36937.07595736919,0
17817.61346814725,43744.6672613246,45743.850382216275,0
8698.878404884359,50187.210582289095,39907.428003477806,0
9270.99933840599,71861.56924055654,68415.21256086431,1
8977.106443012333,66829.25737872838,50406.71598454784,0
19933.526097072907,26143.781948587675,30764.588050027145,0
29085.893119905355,69025.37917244101,59119.16944393719,0
24524.610170870557,57203.43892858554,52933.88303047271,0
9176.315577538842,47172.847716582626,40744.5748554203,0
13947.70138365403,68698.9447143298,65974.92765210591,0
14509.791562343687,68846.64460694575,78156.57092990163,0
14488.24888593743,45546.71025961552,32826.05761024696,0
21602.114407001165,59762.28495114423,48143.61335060251,0
3773.893674790732,45090.87269091205,47161.81049516544,1
18144.53104899524,44563.9634946788,47984.64893765981,0
12649.549675817045,53541.45941322613,46152.54092734423,0
19700.718202103373,39443.945649125555,35020.646303026035,0
17307.434729654542,36820.91039859975,36882.915502104894,0
12657.773018287931,26247.65898330325,30224.306715712897,0
7012.940431730832,67943.91482460313,80539.91510135039,1
7896.702885149932,11488.461353915001,12121.888319858572,1
17163.332101228578,39072.06685667773,29923.746971274213,0
13140.768077997263,63402.09341638985,59730.740546765264,0
21277.875211058723,34968.36343049338,25449.03264931821,0
17066.36757711185,13696.73792810442,14026.326069558554,0
14304.799635455776,58699.64865435888,64195.47870064125,0
20374.90586267678,47297.51939406377,55049.843125679574,0
11766.170814201012,48266.43737290098,43048.8035657959,0
8711.097300561494,40482.18014849088,36623.956811752636,1
22363.63332406043,23192.921186233227,27237.859134506656,0
11223.99144355107,52669.62251280881,57123.99936446192,0
11342.353494132542,57450.2842895672,55181.31150476081,0
0.0,58604.65689704877,44124.46632145214,0
5210.026983266012,74941.65933769204,77043.00244322483,1
6577.594012275989,29183.703784978446,28798.274579013658,1
11807.154207680684,32392.73004352364,25101.30428903557,0
5562.760682007569,73049.83743109967,54781.371902060884,0
16026.99580503326,37811.232286171,38938.016420540705,0
33057.96536358023,48138.07437773444,49742.98911826096,0
10213.057696502965,40383.31358683322,42082.85236157589,0
9043.81137672771,47628.58944711213,44442.30121576346,1
24590.712975272596,51921.61402990244,60470.53373434627,0
8105.3771241807735,88817.45746640748,93693.69766727187,1
28090.970849749137,64839.291145911346,70278.78277326505,0
11391.955947230304,54193.08753414216,60350.3491020298,0
20071.437422672094,44344.08774226934,44772.615639954456,0
11931.008429493086,38669.88770409161,34155.35479834098,0
19966.162719973276,37078.80906220487,42491.11493014166,0
13772.492779236112,52483.85757256205,44805.04565016557,0
18499.0488661826,68605.75151908133,50613.559794306035,0
11548.99345738817,63302.63989232878,59200.768913660315,0
21660.144939406608,63314.34445070595,57653.132071511456,0
1354.3977127430371,45699.405172945204,42952.7431583383,1
10830.370941695555,63143.089875074904,48758.453205431746,0
18457.841675439515,64611.77702350547,61143.01405277298,0
0.0,61597.32743536441,58344.990065380916,1
9964.748192342784,40882.36690360274,42996.92822488348,1
18265.11217788183,48457.52740521064,50182.822816215594,0
17295.156669115502,47304.012289848186,33668.61589124882,0
8247.062019744997,23341.0430196553,18792.206560545237,0
5701.537459409927,40000.83031688643,33901.71980286976,0
29779.07433869709,80342.99177550188,58787.39621356469,0
24375.28612636,47410.951285747666,36577.23374869378,0
13057.404667978366,34688.89684687552,35560.84453257815,0
8761.654422092988,43220.95792991014,40778.14757424346,1
12390.167935357631,54657.189155089,54805.546781904515,0
0.0,88495.4835921312,74816.00471395509,0
8329.972715895896,37675.974910392804,41759.45750572971,1
20256.109455809325,42700.05789014457,50630.91234840073,0
16684.065304086143,31519.873190402355,31651.42939367878,0
24426.711009808023,47085.93793046052,43880.4868360333,0
14360.203097436199,34948.49283862657,36600.27625136173,0
14642.169148892357,30204.070157764938,32951.062347837375,0
17396.36484142735,54931.50277161587,65786.55145868278,0
7504.719365630482,27932.549258650946,32406.389162544612,1
0.0,51805.596934333415,59604.66694141418,1
12575.014457951704,28914.847884439972,31224.720592047834,0
9154.128472194354,62459.83536943112,48356.8529947187,0
10972.839741187447,47921.638753535306,49735.87397853362,0
10894.281113052451,30191.055653800995,33699.866101033214,0
14734.597253070613,49817.32252014365,47470.095619735264,0
10972.638423698447,37715.0213978972,30333.763055790303,0
25639.664041400094,64717.24279101177,53377.02018410039,0
15262.968010950766,35662.78726112674,35044.20644217164,0
18654.997821537552,68747.31645580518,73721.98197561313,0
1256.489497141356,74731.78948594928,76664.22044911864,1
23003.78675004687,44446.78954088134,34965.8881067067,0
7496.999368718912,53745.882305803956,53454.35202506769,1
27294.645913395947,51443.09149850655,54880.913766725345,0
15541.578153533328,47536.793239377585,49362.46275771707,0
18180.3200320656,34103.73177700457,33170.30617807307,0
25167.272741295215,10000.0,7207.980346935603,0
9004.48630016404,73306.95419659943,54176.58414760489,0
14768.823153963076,82982.55557391926,62849.09407095144,0
15391.047578911479,63475.191876132936,51801.24670874277,0
14422.405367620238,36132.30689376547,37617.904528782565,0
11611.170537906277,65040.821227659704,70360.96084660655,0
8013.3376056167535,53112.924167951336,42628.48464418827,0
6372.336796620437,70001.58749049448,81265.27714304082,1
18407.19051510642,57502.75132302386,44642.62858583289,0
16233.328757518846,50744.92033562326,37620.24401761039,0
10129.332725616841,16090.995546086306,14488.12011221091,0
17922.129240875598,28253.7732371682,26047.10421784565,0
20884.50484292107,54380.53582596362,51975.85319706981,0
8357.330205619252,42645.07333486091,47289.38758261382,1
6733.192614349302,56878.80169922874,65971.51489259684,1
10359.693577143364,42963.940730842725,36822.965412967045,0
24474.17553334842,62733.10745427571,58861.01874511415,0
17231.65837739779,43379.39579454606,41555.18269006036,0
11749.170163834286,62361.29870816396,58522.32515376803,0
15239.007253381485,35560.65083588633,42034.5714297298,0
14885.039727490735,42285.96542644039,50683.4381223974,0
9449.890174163591,74574.21774704632,87369.35065130619,1
25174.738540101218,57599.54682363504,49234.309115019496,0
8890.672504480233,39775.23814146079,38716.76629717515,1
8420.678292237946,44735.70886792868,53581.76131369977,1
7486.703774439731,53063.82413985539,60890.647699984416,1
10302.896080362825,49401.698714493476,56549.928821192356,0
0.0,83169.995429023,76865.73578337363,1
15156.45388476456,56613.78241712539,59933.2995335641,0
9056.266043068435,50581.079137875604,52103.596644283236,1
19581.01718973935,38208.78201787989,45412.66147232559,0
6371.876550817593,76353.93587299113,82738.10690758898,1
8983.932692432823,35388.596682720854,40583.799904647014,1
12935.352251955806,33010.89064218119,33753.71277977498,0
7813.621619810747,25498.438829020874,19106.209951130306,0
17853.82815786024,48543.92269777169,56794.49373691873,0
13348.899748264259,39027.53874580209,40326.48172891651,0
9325.397110109292,29093.606961247035,31603.611679536436,1
33888.30185155961,61838.33748590709,59496.228497609205,0
14429.808085554843,36605.14224379655,34460.51988844493,0
8732.5193843856,78876.69685905379,75541.08700385768,1
16212.383498961231,68411.91638419306,50533.22638645215,0
6744.4161485716795,42673.30862992023,47374.86433021337,1
16499.18258792225,60728.349021226284,49749.955869685014,0
17118.448256673233,70004.57842789742,52228.785460445535,0
18447.158848057043,62916.4698351001,70791.90246411425,0
23515.13171093956,33050.361938233764,25019.94975190941,0
24149.999279976997,34872.77859070525,36177.449023575304,0
6545.576243029225,41366.69466638014,45806.754363545064,1
9892.782711348133,64320.0022404408,59145.8180592688,1
18611.574523928695,61794.473463504175,52975.52649411148,0
12603.866095855958,55079.377364549,58922.13968047288,0
6242.204965302879,37465.98138968382,33901.9441690923,1
8386.298568307959,51325.50623155477,56237.91548161166,1
14979.593940096438,51418.264328338664,47408.86549295213,0
20497.41922107198,55730.10808179145,39705.822083071565,0
17757.934005225055,51287.387600195114,56089.30485634053,0
18857.119421584095,72751.17196300725,66795.90256963755,0
11451.397772402092,72669.84198804805,72404.87841699939,0
10583.48416383547,49701.026575141324,54111.31186043595,0
9138.159922791561,52805.30161540906,53315.892739247865,1
12454.714514503008,40332.38447186492,29184.23944737547,0
7465.331688185592,50578.598629643806,45078.70305975874,0
23658.103254627575,51829.20460207432,51246.01063589746,0
10741.544647244638,39420.07503585999,39597.06762842744,0
19868.764302960444,89969.21738002152,82563.26328304394,0
16941.50923375273,45389.44520454153,41397.72327791506,0
10122.597270992976,32094.322186335838,29036.698746349753,0
9219.170587333667,61171.074045729794,56943.90775712124,1
9940.538211888543,62184.81786718969,43548.72661639423,0
7904.759103518719,68558.9387774484,56100.27125393542,0
9508.031051782338,50024.77575698654,52936.6787906666,1
7782.823073968851,22171.24190671005,15773.239732013319,0
